MaterialNr,SerialNr,CheckMode,TestSystem,Description,Date,Time,Error,ErrorCat,Duration,Duration.1,col_11,col_12,col_13
MatNr2,1061,PrMod2,TSys54,AB-2CD-3,29.11.2023,16:40:26,OK,OK,00:01:52,00:01:52,92.0,16.0,25.0
MatNr2,1062,PrMod2,TSys32,AB-2CD-5,29.11.2023,17:00:12,OK,OK,00:02:00,00:02:00,0.6,44.0,10.0
MatNr3,1063,PrMod3,TSys27,AB-3CD-4,29.11.2023,17:28:17,OK,OK,00:01:46,00:01:46,99.0,75.0,26.0
MatNr2,1064,PrMod3,TSys54,AB-2CD-9,29.11.2023,17:51:02,OK,OK,00:01:49,00:01:49,1.2000000000000002,46.0,24.0
MatNr2,1065,PrMod3,TSys32,AB-2CD-5,29.11.2023,18:16:22,OK,OK,00:02:51,00:02:51,0.6,58.0,27.0
MatNr1,1066,PrMod3,TSys32,AB-1CD-4,29.11.2023,18:41:25,OK,OK,00:02:15,00:02:15,176.96,58.0,10.0
MatNr1,1067,PrMod2,TSys27,AB-1CD-9,29.11.2023,19:02:02,OK,OK,00:02:06,00:02:06,86.0,60.0,-15.39
MatNr2,1068,PrMod3,TSys27,AB-2CD-5,29.11.2023,19:26:58,OK,OK,00:02:10,00:02:10,0.8,21.0,26.0
MatNr2,1069,PrMod2,TSys32,AB-2CD-4,29.11.2023,19:52:34,OK,OK,00:02:38,00:02:38,87.0,57.0,13.0
MatNr3,1070,PrMod1,TSys54,AB-3CD-2,29.11.2023,20:14:46,OK,OK,00:01:51,00:01:51,1.0,-18.54,5.0
MatNr2,1071,PrMod4,TSys54,AB-2CD-4,29.11.2023,20:42:27,OK,OK,00:01:44,00:01:44,72.0,46.0,5.0
MatNr3,1072,PrMod4,TSys27,AB-3CD-6,29.11.2023,21:03:35,OK,OK,00:02:25,00:02:25,89.0,56.0,27.0
MatNr1,1073,PrMod4,TSys27,AB-1CD-3,29.11.2023,21:27:21,OK,OK,00:02:21,00:02:21,1.3000000000000005,43.0,19.0
MatNr1,1074,PrMod1,TSys32,AB-1CD-9,29.11.2023,21:48:32,OK,OK,00:01:52,00:01:52,0.4,94.0,-22.84
MatNr1,1075,PrMod1,TSys32,AB-1CD-6,29.11.2023,22:13:15,OK,OK,00:01:57,00:01:57,0.3,77.0,10.0
MatNr3,1076,PrMod1,TSys32,AB-3CD-3,29.11.2023,22:37:35,Angel_to_low,Tolerance_violence,00:02:34,00:02:34,0.7000000000000001,20.0,23.0
MatNr2,1077,PrMod2,TSys32,AB-2CD-1,29.11.2023,23:01:49,OK,OK,00:02:27,00:02:27,0.2,86.0,5.0
MatNr1,1078,PrMod1,TSys54,AB-1CD-1,29.11.2023,23:26:10,OK,OK,00:01:57,00:01:57,0.9,80.0,7.0
MatNr1,1079,PrMod1,TSys27,AB-1CD-0,29.11.2023,23:49:49,OK,OK,00:02:11,00:02:11,0.1,12.0,11.0
MatNr3,1080,PrMod3,TSys27,AB-3CD-6,30.11.2023,00:12:10,OK,OK,00:02:23,00:02:23,0.9,18.0,13.0
MatNr1,1081,PrMod3,TSys32,AB-1CD-3,30.11.2023,00:36:55,OK,OK,00:01:53,00:01:53,88.0,24.24,27.0
MatNr1,1082,PrMod4,TSys27,AB-1CD-1,30.11.2023,01:02:25,OK,OK,00:01:45,00:01:45,94.0,49.0,19.0
MatNr1,1083,PrMod3,TSys54,AB-1CD-2,30.11.2023,01:22:26,OK,OK,00:01:46,00:01:46,90.0,59.0,21.0
MatNr3,1084,PrMod1,TSys54,AB-3CD-1,30.11.2023,01:43:43,OK,OK,00:01:56,00:01:56,1.5000000000000002,55.0,24.0
MatNr1,1085,PrMod1,TSys54,AB-1CD-3,30.11.2023,02:10:41,OK,OK,00:02:20,00:02:20,1.0,-191.85,9.0
MatNr2,1086,PrMod2,TSys54,AB-2CD-2,30.11.2023,02:32:09,OK,OK,00:01:47,00:01:47,0.8,16.0,16.0
MatNr3,1087,PrMod1,TSys54,AB-3CD-9,30.11.2023,02:56:23,OK,OK,00:01:42,00:01:42,89.0,73.0,13.0
MatNr2,1088,PrMod4,TSys54,AB-2CD-0,30.11.2023,03:18:37,OK,OK,00:02:10,00:02:10,84.0,25.0,27.0
MatNr1,1089,PrMod2,TSys32,AB-1CD-2,30.11.2023,03:40:37,OK,OK,00:01:56,00:01:56,0.1,1.0,25.0
MatNr3,1090,PrMod2,TSys32,AB-3CD-4,30.11.2023,04:06:58,OK,OK,00:01:55,00:01:55,97.0,98.0,21.0
MatNr1,1091,PrMod4,TSys54,AB-1CD-0,30.11.2023,04:29:00,OK,OK,00:02:21,00:02:21,0.3,24.0,28.0
MatNr2,1092,PrMod4,TSys54,AB-2CD-5,30.11.2023,04:54:28,Angel_to_low,Tolerance_violence,00:02:19,00:02:19,1.2000000000000002,33.0,24.0
MatNr2,1093,PrMod2,TSys32,AB-2CD-6,30.11.2023,05:20:53,OK,OK,00:02:32,00:02:32,72.0,80.0,13.0
MatNr2,1094,PrMod4,TSys32,AB-2CD-9,30.11.2023,05:42:44,OK,OK,00:02:15,00:02:15,0.3,41.0,15.0
MatNr3,1095,PrMod1,TSys54,AB-3CD-3,30.11.2023,06:05:12,OK,OK,00:01:24,00:01:24,0.7000000000000001,131.15,18.0
MatNr1,1096,PrMod1,TSys32,AB-1CD-4,30.11.2023,06:27:57,OK,OK,00:02:10,00:02:10,1.1,20.0,14.0
MatNr1,1097,PrMod3,TSys27,AB-1CD-4,30.11.2023,06:50:40,OK,OK,00:02:12,00:02:12,1.4,39.0,17.0
MatNr3,1098,PrMod2,TSys32,AB-3CD-6,30.11.2023,07:11:08,OK,OK,00:01:29,00:01:29,0.3,10.25,9.0
MatNr2,1099,PrMod3,TSys27,AB-2CD-1,30.11.2023,07:34:36,OK,OK,00:01:31,00:01:31,1.4,9.0,19.0
MatNr2,1100,PrMod4,TSys54,AB-2CD-7,30.11.2023,07:56:01,OK,OK,00:02:01,00:02:01,80.0,59.0,14.0
MatNr2,1101,PrMod2,TSys27,AB-2CD-3,30.11.2023,08:19:57,OK,OK,00:02:25,00:02:25,0.6,9.0,27.0
MatNr1,1102,PrMod2,TSys54,AB-1CD-4,30.11.2023,08:47:32,OK,OK,00:02:01,00:02:01,0.3,76.0,27.0
MatNr2,1103,PrMod3,TSys54,AB-2CD-5,30.11.2023,09:13:00,OK,OK,00:02:08,00:02:08,81.0,69.0,5.0
MatNr1,1104,PrMod4,TSys32,AB-1CD-0,30.11.2023,09:34:28,OK,OK,00:01:46,00:01:46,81.0,10.0,7.0
MatNr3,1105,PrMod4,TSys27,AB-3CD-9,30.11.2023,09:59:20,OK,OK,00:02:21,00:02:21,0.5,41.0,15.0
MatNr3,1106,PrMod2,TSys27,AB-3CD-3,30.11.2023,10:23:42,OK,OK,00:02:03,00:02:03,0.3,57.0,12.0
MatNr2,1107,PrMod1,TSys32,AB-2CD-2,30.11.2023,10:46:29,OK,OK,00:01:43,00:01:43,93.0,40.0,5.0
MatNr3,1108,PrMod1,TSys27,AB-3CD-2,30.11.2023,11:11:33,OK,OK,00:02:28,00:02:28,0.5,23.0,13.0
MatNr3,1109,PrMod4,TSys54,AB-3CD-7,30.11.2023,11:32:25,OK,OK,00:02:13,00:02:13,1.2000000000000002,87.0,15.0
MatNr3,1110,PrMod3,TSys27,AB-3CD-9,30.11.2023,11:55:23,OK,OK,00:02:06,00:02:06,93.0,81.0,28.0
MatNr3,1111,PrMod3,TSys27,AB-3CD-9,30.11.2023,12:21:17,OK,OK,00:02:01,00:02:01,95.0,19.0,10.0
MatNr1,1112,PrMod2,TSys27,AB-1CD-1,30.11.2023,12:44:21,OK,OK,00:01:48,00:01:48,79.0,48.0,22.0
MatNr1,1113,PrMod4,TSys27,AB-1CD-1,30.11.2023,13:15:29,OK,OK,00:01:12,00:01:12,0.6,8.0,16.0
MatNr3,1114,PrMod3,TSys32,AB-3CD-2,30.11.2023,13:35:33,Angel_to_low,Tolerance_violence,00:02:12,00:02:12,0.7000000000000001,21.0,5.0
MatNr3,1114,PrMod3,TSys32,AB-3CD-2,30.11.2023,13:39:33,OK,OK,00:01:48,00:01:48,0.7000000000000001,21.0,5.0
MatNr1,1115,PrMod4,TSys27,AB-1CD-6,30.11.2023,14:00:22,OK,OK,00:01:53,00:01:53,1.2000000000000002,30.0,5.0
MatNr2,1116,PrMod3,TSys27,AB-2CD-0,30.11.2023,14:27:32,OK,OK,00:02:50,00:02:50,1.1,55.0,18.0
MatNr2,1117,PrMod2,TSys32,AB-2CD-3,30.11.2023,14:54:03,Angel_to_low,Tolerance_violence,00:02:15,00:02:15,1.3000000000000005,25.0,6.0
MatNr2,1117,PrMod2,TSys32,AB-2CD-3,30.11.2023,14:59:26,OK,OK,00:01:13,00:01:13,1.3000000000000005,25.0,6.0
MatNr3,1118,PrMod2,TSys54,AB-3CD-3,30.11.2023,15:20:12,OK,OK,00:01:40,00:01:40,97.0,10.0,7.0
MatNr2,1119,PrMod1,TSys54,AB-2CD-0,30.11.2023,15:48:53,OK,OK,00:01:45,00:01:45,0.9,46.0,29.0
MatNr3,1120,PrMod4,TSys32,AB-3CD-6,30.11.2023,16:13:59,OK,OK,00:01:57,00:01:57,1.3000000000000005,0.0,28.0
MatNr2,1121,PrMod1,TSys54,AB-2CD-7,30.11.2023,16:39:30,OK,OK,00:01:58,00:01:58,0.9,26.0,22.0
MatNr3,1122,PrMod2,TSys27,AB-3CD-5,30.11.2023,17:03:16,OK,OK,00:01:53,00:01:53,0.8,21.0,20.0
MatNr2,1123,PrMod1,TSys27,AB-2CD-3,30.11.2023,17:25:10,OK,OK,00:02:20,00:02:20,1.1,34.0,18.0
MatNr1,1124,PrMod1,TSys32,AB-1CD-3,30.11.2023,17:46:41,OK,OK,00:02:39,00:02:39,85.0,35.0,8.0
MatNr1,1125,PrMod3,TSys27,AB-1CD-0,30.11.2023,18:09:25,OK,OK,00:02:17,00:02:17,96.0,86.0,23.0
MatNr2,1126,PrMod2,TSys27,AB-2CD-0,30.11.2023,18:35:06,OK,OK,00:01:51,00:01:51,1.0,78.0,28.0
MatNr3,1127,PrMod4,TSys27,AB-3CD-0,30.11.2023,18:57:43,OK,OK,00:02:09,00:02:09,0.5,26.0,19.0
MatNr2,1128,PrMod1,TSys32,AB-2CD-6,30.11.2023,19:24:54,OK,OK,00:02:12,00:02:12,1.4,50.0,25.0
MatNr2,1129,PrMod2,TSys27,AB-2CD-8,30.11.2023,19:44:54,OK,OK,00:01:32,00:01:32,88.0,94.0,6.0
MatNr2,1130,PrMod2,TSys32,AB-2CD-2,30.11.2023,20:08:42,OK,OK,00:02:06,00:02:06,-148.87,34.0,6.0
MatNr2,1131,PrMod1,TSys27,AB-2CD-9,30.11.2023,20:31:58,OK,OK,00:01:48,00:01:48,0.5,89.0,16.0
MatNr1,1132,PrMod2,TSys27,AB-1CD-8,30.11.2023,20:57:28,OK,OK,00:02:04,00:02:04,86.0,78.0,28.0
MatNr1,1133,PrMod2,TSys54,AB-1CD-5,30.11.2023,21:23:41,OK,OK,00:01:56,00:01:56,87.0,18.0,24.0
MatNr2,1134,PrMod3,TSys27,AB-2CD-3,30.11.2023,21:45:55,OK,OK,00:01:36,00:01:36,94.0,78.0,5.0
MatNr3,1135,PrMod2,TSys32,AB-3CD-0,30.11.2023,22:10:16,OK,OK,00:01:58,00:01:58,1.1,27.0,6.0
MatNr2,1136,PrMod2,TSys54,AB-2CD-4,30.11.2023,22:33:05,OK,OK,00:02:27,00:02:27,93.0,89.0,23.0
MatNr3,1137,PrMod2,TSys32,AB-3CD-7,30.11.2023,22:57:27,OK,OK,00:02:05,00:02:05,96.0,17.0,29.0
MatNr3,1138,PrMod4,TSys54,AB-3CD-9,30.11.2023,23:22:04,OK,OK,00:02:35,00:02:35,73.0,27.0,26.0
MatNr1,1139,PrMod3,TSys27,AB-1CD-0,30.11.2023,23:51:05,OK,OK,00:02:10,00:02:10,99.0,74.0,23.0
MatNr1,1140,PrMod3,TSys27,AB-1CD-1,01.12.2023,00:14:59,OK,OK,00:01:32,00:01:32,0.7000000000000001,59.0,16.0
MatNr3,1141,PrMod4,TSys54,AB-3CD-5,01.12.2023,00:40:23,OK,OK,00:02:08,00:02:08,81.0,79.0,29.0
MatNr3,1142,PrMod1,TSys54,AB-3CD-6,01.12.2023,01:00:49,OK,OK,00:01:49,00:01:49,0.5,52.0,12.0
MatNr3,1143,PrMod3,TSys54,AB-3CD-8,01.12.2023,01:23:31,OK,OK,00:01:53,00:01:53,0.8,41.85,10.0
MatNr1,1144,PrMod2,TSys27,AB-1CD-7,01.12.2023,01:48:16,OK,OK,00:01:36,00:01:36,1.5000000000000002,38.0,10.0
MatNr3,1145,PrMod4,TSys32,AB-3CD-9,01.12.2023,02:13:45,OK,OK,00:02:11,00:02:11,85.0,48.0,13.0
MatNr1,1146,PrMod3,TSys32,AB-1CD-5,01.12.2023,02:39:12,OK,OK,00:02:26,00:02:26,93.0,46.0,20.0
MatNr2,1147,PrMod4,TSys32,AB-2CD-3,01.12.2023,03:03:46,OK,OK,00:02:17,00:02:17,0.5,37.0,5.0
MatNr2,1148,PrMod3,TSys27,AB-2CD-0,01.12.2023,03:26:36,OK,OK,00:02:05,00:02:05,1.5000000000000002,26.0,16.0
MatNr3,1149,PrMod3,TSys54,AB-3CD-6,01.12.2023,03:51:48,OK,OK,00:02:12,00:02:12,77.0,11.0,14.0
MatNr2,1150,PrMod4,TSys32,AB-2CD-2,01.12.2023,04:15:46,OK,OK,00:02:38,00:02:38,0.6,53.0,16.0
MatNr3,1151,PrMod2,TSys54,AB-3CD-8,01.12.2023,04:40:56,OK,OK,00:02:20,00:02:20,0.9,42.0,26.0
MatNr2,1152,PrMod4,TSys32,AB-2CD-9,01.12.2023,05:06:58,OK,OK,00:02:13,00:02:13,80.0,27.0,27.0
MatNr1,1153,PrMod2,TSys32,AB-1CD-5,01.12.2023,05:29:31,OK,OK,00:02:32,00:02:32,0.3,0.0,10.0
MatNr2,1154,PrMod4,TSys32,AB-2CD-2,01.12.2023,05:54:57,OK,OK,00:01:46,00:01:46,0.5,31.0,13.0
MatNr3,1155,PrMod3,TSys32,AB-3CD-0,01.12.2023,06:18:45,OK,OK,00:02:00,00:02:00,77.0,57.0,18.0
MatNr2,1156,PrMod3,TSys27,AB-2CD-8,01.12.2023,06:41:35,OK,OK,00:02:02,00:02:02,97.0,56.0,16.0
MatNr2,1157,PrMod2,TSys27,AB-2CD-6,01.12.2023,07:06:36,OK,OK,00:01:42,00:01:42,1.3000000000000005,94.0,27.0
MatNr1,1158,PrMod4,TSys32,AB-1CD-4,01.12.2023,07:28:32,OK,OK,00:01:46,00:01:46,75.0,27.0,8.0
MatNr1,1159,PrMod1,TSys27,AB-1CD-2,01.12.2023,07:51:38,OK,OK,00:01:53,00:01:53,84.0,45.0,10.0
MatNr1,1160,PrMod3,TSys32,AB-1CD-7,01.12.2023,08:15:04,OK,OK,00:02:11,00:02:11,0.6,8.0,24.0
MatNr2,1161,PrMod4,TSys54,AB-2CD-1,01.12.2023,08:38:05,OK,OK,00:02:03,00:02:03,0.9,58.0,27.0
MatNr2,1162,PrMod3,TSys54,AB-2CD-0,01.12.2023,08:58:51,OK,OK,00:02:29,00:02:29,1.0,50.0,10.0
MatNr2,1163,PrMod1,TSys32,AB-2CD-2,01.12.2023,09:21:44,OK,OK,00:01:36,00:01:36,81.0,47.0,29.0
MatNr2,1164,PrMod4,TSys32,AB-2CD-4,01.12.2023,09:46:48,OK,OK,00:02:30,00:02:30,1.1,23.0,6.0
MatNr3,1165,PrMod1,TSys32,AB-3CD-7,01.12.2023,10:09:53,OK,OK,00:01:45,00:01:45,0.8,80.0,26.0
MatNr1,1166,PrMod4,TSys54,AB-1CD-9,01.12.2023,10:34:46,OK,OK,00:02:11,00:02:11,79.0,86.0,23.0
MatNr1,1167,PrMod3,TSys54,AB-1CD-0,01.12.2023,10:55:58,OK,OK,00:01:56,00:01:56,0.7000000000000001,65.0,25.0
MatNr2,1168,PrMod4,TSys27,AB-2CD-9,01.12.2023,11:16:31,OK,OK,00:02:22,00:02:22,88.0,68.0,26.0
MatNr3,1169,PrMod4,TSys32,AB-3CD-4,01.12.2023,11:41:37,OK,OK,00:02:18,00:02:18,0.3,58.0,21.0
MatNr3,1170,PrMod3,TSys32,AB-3CD-1,01.12.2023,12:06:36,OK,OK,00:01:36,00:01:36,0.6,14.0,13.0
MatNr1,1171,PrMod3,TSys54,AB-1CD-9,01.12.2023,12:31:17,OK,OK,00:01:59,00:01:59,0.3,56.0,5.0
MatNr2,1172,PrMod3,TSys27,AB-2CD-7,01.12.2023,12:53:08,OK,OK,00:01:48,00:01:48,86.0,86.0,24.0
MatNr2,1173,PrMod3,TSys54,AB-2CD-9,01.12.2023,13:17:59,OK,OK,00:02:04,00:02:04,91.0,47.0,29.0
MatNr2,1174,PrMod2,TSys27,AB-2CD-7,01.12.2023,13:41:05,OK,OK,00:01:37,00:01:37,0.5,53.0,10.15
MatNr3,1175,PrMod3,TSys32,AB-3CD-4,01.12.2023,14:02:08,OK,OK,00:01:52,00:01:52,0.2,4.0,19.0
MatNr1,1176,PrMod4,TSys54,AB-1CD-3,01.12.2023,14:25:04,OK,OK,00:01:46,00:01:46,75.0,45.0,12.0
MatNr1,1177,PrMod3,TSys27,AB-1CD-4,01.12.2023,14:46:52,OK,OK,00:02:21,00:02:21,96.0,44.0,8.0
MatNr2,1178,PrMod3,TSys32,AB-2CD-8,01.12.2023,15:05:48,OK,OK,00:01:18,00:01:18,86.0,53.0,27.0
MatNr1,1179,PrMod2,TSys32,AB-1CD-3,01.12.2023,15:29:17,OK,OK,00:02:12,00:02:12,86.0,17.0,26.0
MatNr1,1180,PrMod3,TSys54,AB-1CD-6,01.12.2023,15:52:46,OK,OK,00:02:30,00:02:30,1.2000000000000002,26.0,15.0
MatNr2,1181,PrMod3,TSys32,AB-2CD-6,01.12.2023,16:17:59,OK,OK,00:01:35,00:01:35,0.1,67.0,24.0
MatNr3,1182,PrMod1,TSys32,AB-3CD-6,01.12.2023,16:39:11,OK,OK,00:02:00,00:02:00,93.0,64.0,17.0
MatNr1,1183,PrMod2,TSys32,AB-1CD-6,01.12.2023,16:59:15,OK,OK,00:01:50,00:01:50,1.4,54.0,23.0
MatNr3,1184,PrMod4,TSys54,AB-3CD-9,01.12.2023,17:22:35,OK,OK,00:02:03,00:02:03,90.0,23.0,20.0
MatNr2,1185,PrMod3,TSys27,AB-2CD-2,01.12.2023,17:45:22,OK,OK,00:02:26,00:02:26,0.9,91.0,23.0
MatNr3,1186,PrMod4,TSys27,AB-3CD-0,01.12.2023,18:06:58,OK,OK,00:01:41,00:01:41,0.7000000000000001,71.0,6.0
MatNr3,1187,PrMod2,TSys32,AB-3CD-3,01.12.2023,18:28:18,OK,OK,00:02:34,00:02:34,92.0,46.0,13.0
