MaterialNr,SerialNr,CheckMode,TestSystem,Description,Date,Time,Error,ErrorCat,Duration,Duration.1,col_11,col_12,col_13
MatNr3,1088,PrMod3,TSys27,AB-3CD-4,02.09.2024,07:30:01,OK,OK,00:02:13,00:02:13,0.82,48.0,38.0
MatNr3,1089,PrMod1,TSys27,AB-3CD-6,02.09.2024,07:52:47,OK,OK,00:01:29,00:01:29,87.0,85.0,5.0
MatNr1,1090,PrMod1,TSys27,AB-1CD-6,02.09.2024,08:21:35,OK,OK,00:01:36,00:01:36,99.0,4.0,13.0
MatNr3,1091,PrMod3,TSys27,AB-3CD-6,02.09.2024,08:48:23,OK,OK,00:01:58,00:01:58,92.0,12.0,39.0
MatNr3,1091,PrMod3,TSys27,AB-3CD-6,02.09.2024,08:52:19,OK,OK,00:02:23,00:02:23,92.0,12.0,39.0
MatNr2,1092,PrMod4,TSys32,AB-2CD-8,02.09.2024,09:18:21,OK,OK,00:01:49,00:01:49,81.0,9.0,13.0
MatNr3,1093,PrMod3,TSys32,AB-3CD-4,02.09.2024,09:40:08,OK,OK,00:02:03,00:02:03,1.1,45.0,8.0
MatNr3,1094,PrMod2,TSys54,AB-3CD-0,02.09.2024,10:03:24,OK,OK,00:02:12,00:02:12,1.2000000000000002,46.0,17.0
MatNr1,1095,PrMod1,TSys32,AB-1CD-3,02.09.2024,10:27:01,OK,OK,00:02:45,00:02:45,86.0,14.0,17.0
MatNr1,1096,PrMod2,TSys54,AB-1CD-7,02.09.2024,10:51:11,OK,OK,00:01:35,00:01:35,0.5,93.0,28.0
MatNr1,1097,PrMod1,TSys27,AB-1CD-4,02.09.2024,11:13:12,OK,OK,00:02:04,00:02:04,0.6,84.0,16.0
MatNr3,1098,PrMod2,TSys27,AB-3CD-0,02.09.2024,11:37:19,OK,OK,00:02:08,00:02:08,91.0,73.0,7.0
MatNr2,1099,PrMod1,TSys32,AB-2CD-2,02.09.2024,11:59:03,OK,OK,00:02:32,00:02:32,1.2000000000000002,90.0,13.0
MatNr2,1100,PrMod1,TSys27,AB-2CD-3,02.09.2024,12:25:21,OK,OK,00:02:20,00:02:20,0.30000000000000004,12.0,7.0
MatNr2,1101,PrMod2,TSys32,AB-2CD-4,02.09.2024,12:48:05,OK,OK,00:01:41,00:01:41,1.5000000000000002,89.0,11.0
MatNr2,1102,PrMod4,TSys32,AB-2CD-3,02.09.2024,13:12:09,OK,OK,00:02:00,00:02:00,85.0,74.0,24.0
MatNr1,1103,PrMod4,TSys27,AB-1CD-5,02.09.2024,13:35:50,OK,OK,00:02:42,00:02:42,1.5000000000000002,11.0,25.0
MatNr3,1104,PrMod4,TSys32,AB-3CD-0,02.09.2024,13:59:13,OK,OK,00:01:33,00:01:33,0.2,53.0,27.0
MatNr2,1105,PrMod2,TSys27,AB-2CD-6,02.09.2024,14:22:35,OK,OK,00:02:44,00:02:44,95.0,29.0,29.0
MatNr3,1106,PrMod1,TSys32,AB-3CD-2,02.09.2024,14:44:18,OK,OK,00:01:58,00:01:58,0.2,27.0,18.0
MatNr1,1107,PrMod3,TSys32,AB-1CD-6,02.09.2024,15:09:08,OK,OK,00:02:18,00:02:18,89.0,58.0,-89.86
MatNr3,1108,PrMod4,TSys54,AB-3CD-5,02.09.2024,15:35:50,OK,OK,00:02:11,00:02:11,99.0,29.0,39.0
MatNr3,1109,PrMod2,TSys54,AB-3CD-3,02.09.2024,16:00:00,OK,OK,00:01:58,00:01:58,92.0,53.0,22.0
MatNr3,1110,PrMod2,TSys32,AB-3CD-9,02.09.2024,16:22:53,OK,OK,00:02:02,00:02:02,1.2000000000000002,44.0,21.0
MatNr2,1111,PrMod3,TSys54,AB-2CD-3,02.09.2024,16:45:01,OK,OK,00:02:13,00:02:13,97.0,11.0,16.0
MatNr2,1112,PrMod4,TSys32,AB-2CD-7,02.09.2024,17:10:11,OK,OK,00:02:05,00:02:05,84.0,42.0,16.0
MatNr3,1113,PrMod3,TSys27,AB-3CD-8,02.09.2024,17:34:58,OK,OK,00:01:55,00:01:55,2.18,19.0,8.0
MatNr1,1114,PrMod3,TSys32,AB-1CD-0,02.09.2024,17:56:09,OK,OK,00:01:53,00:01:53,1.2000000000000002,19.0,30.0
MatNr2,1115,PrMod2,TSys32,AB-2CD-5,02.09.2024,18:17:13,OK,OK,00:02:33,00:02:33,0.7000000000000001,62.0,39.0
MatNr3,1116,PrMod3,TSys54,AB-3CD-9,02.09.2024,18:39:31,OK,OK,00:02:04,00:02:04,90.0,48.0,22.0
MatNr1,1117,PrMod1,TSys32,AB-1CD-2,02.09.2024,19:03:21,OK,OK,00:01:47,00:01:47,0.8,91.0,12.0
MatNr1,1118,PrMod4,TSys27,AB-1CD-7,02.09.2024,19:26:02,OK,OK,00:02:26,00:02:26,0.2,28.0,20.0
MatNr3,1119,PrMod4,TSys32,AB-3CD-8,02.09.2024,19:48:36,OK,OK,00:01:48,00:01:48,1.2000000000000002,33.0,18.0
MatNr1,1120,PrMod1,TSys54,AB-1CD-6,02.09.2024,20:17:09,OK,OK,00:02:24,00:02:24,1.5000000000000002,179.67,28.0
MatNr1,1121,PrMod1,TSys32,AB-1CD-7,02.09.2024,20:40:07,OK,OK,00:01:31,00:01:31,85.0,10.0,26.0
MatNr2,1122,PrMod4,TSys32,AB-2CD-6,02.09.2024,21:02:15,OK,OK,00:01:41,00:01:41,1.3000000000000005,97.0,28.0
MatNr1,1123,PrMod4,TSys32,AB-1CD-5,02.09.2024,21:28:20,OK,OK,00:01:52,00:01:52,94.0,33.0,20.0
MatNr2,1124,PrMod4,TSys54,AB-2CD-3,02.09.2024,21:52:11,OK,OK,00:01:54,00:01:54,93.0,27.0,8.0
MatNr2,1125,PrMod3,TSys27,AB-2CD-8,02.09.2024,22:16:32,OK,OK,00:02:54,00:02:54,1.0,72.0,18.0
MatNr3,1126,PrMod4,TSys54,AB-3CD-2,02.09.2024,22:42:06,OK,OK,00:02:07,00:02:07,0.1,26.0,27.0
MatNr2,1127,PrMod4,TSys32,AB-2CD-8,02.09.2024,23:01:55,OK,OK,00:01:49,00:01:49,1.4,17.0,15.76
MatNr2,1128,PrMod4,TSys27,AB-2CD-1,02.09.2024,23:22:29,OK,OK,00:01:40,00:01:40,82.0,34.0,5.0
MatNr2,1129,PrMod2,TSys27,AB-2CD-0,02.09.2024,23:46:26,OK,OK,00:02:11,00:02:11,0.9,8.0,31.0
MatNr2,1130,PrMod4,TSys27,AB-2CD-8,03.09.2024,00:07:25,OK,OK,00:01:58,00:01:58,94.0,37.0,9.0
MatNr2,1131,PrMod2,TSys54,AB-2CD-5,03.09.2024,00:32:57,OK,OK,00:01:45,00:01:45,0.6,41.0,5.0
MatNr2,1132,PrMod1,TSys32,AB-2CD-8,03.09.2024,00:54:16,OK,OK,00:03:03,00:03:03,0.30000000000000004,37.0,36.0
MatNr2,1133,PrMod2,TSys27,AB-2CD-4,03.09.2024,01:18:47,OK,OK,00:01:49,00:01:49,82.0,23.0,17.0
MatNr1,1134,PrMod2,TSys27,AB-1CD-2,03.09.2024,01:41:42,OK,OK,00:01:48,00:01:48,86.0,29.0,20.0
MatNr2,1135,PrMod1,TSys54,AB-2CD-7,03.09.2024,02:07:39,OK,OK,00:02:44,00:02:44,1.4,23.0,26.0
MatNr1,1136,PrMod4,TSys27,AB-1CD-7,03.09.2024,02:34:29,OK,OK,00:02:19,00:02:19,0.1,16.0,17.0
MatNr1,1137,PrMod3,TSys32,AB-1CD-4,03.09.2024,02:58:29,OK,OK,00:02:49,00:02:49,83.0,53.0,25.0
MatNr2,1138,PrMod1,TSys32,AB-2CD-4,03.09.2024,03:25:13,OK,OK,00:02:19,00:02:19,0.2,80.0,28.0
MatNr2,1139,PrMod2,TSys54,AB-2CD-7,03.09.2024,03:52:15,Angel_to_low,Tolerance_violence,00:01:30,00:01:30,0.5,76.0,11.0
MatNr2,1139,PrMod2,TSys54,AB-2CD-7,03.09.2024,03:57:05,OK,OK,00:01:53,00:01:53,0.5,76.0,11.0
MatNr1,1140,PrMod4,TSys54,AB-1CD-5,03.09.2024,04:20:51,OK,OK,00:02:12,00:02:12,86.0,34.0,23.0
MatNr1,1141,PrMod4,TSys27,AB-1CD-1,03.09.2024,04:43:50,OK,OK,00:02:15,00:02:15,80.0,9.0,32.0
MatNr3,1142,PrMod3,TSys32,AB-3CD-3,03.09.2024,05:06:38,OK,OK,00:01:48,00:01:48,82.0,43.0,39.0
MatNr3,1142,PrMod3,TSys32,AB-3CD-3,03.09.2024,05:11:08,OK,OK,00:02:31,00:02:31,82.0,43.0,39.0
MatNr3,1143,PrMod4,TSys54,AB-3CD-9,03.09.2024,05:42:21,OK,OK,00:01:48,00:01:48,96.0,48.0,26.0
MatNr3,1144,PrMod4,TSys54,AB-3CD-4,03.09.2024,06:06:03,OK,OK,00:02:10,00:02:10,93.0,16.0,7.0
MatNr1,1145,PrMod3,TSys32,AB-1CD-1,03.09.2024,06:29:45,OK,OK,00:02:19,00:02:19,99.0,28.0,7.0
MatNr2,1146,PrMod2,TSys32,AB-2CD-6,03.09.2024,06:53:26,OK,OK,00:02:01,00:02:01,0.7000000000000001,76.0,22.0
MatNr3,1147,PrMod4,TSys54,AB-3CD-7,03.09.2024,07:15:32,OK,OK,00:02:18,00:02:18,95.0,89.0,23.0
MatNr2,1148,PrMod1,TSys32,AB-2CD-7,03.09.2024,07:38:55,OK,OK,00:02:22,00:02:22,1.3000000000000005,46.0,33.0
MatNr1,1149,PrMod2,TSys54,AB-1CD-0,03.09.2024,08:02:29,OK,OK,00:02:10,00:02:10,0.9,87.0,19.0
MatNr2,1150,PrMod1,TSys32,AB-2CD-8,03.09.2024,08:26:05,OK,OK,00:02:09,00:02:09,1.5000000000000002,13.0,17.0
MatNr3,1151,PrMod3,TSys27,AB-3CD-8,03.09.2024,08:53:03,OK,OK,00:01:55,00:01:55,1.0,94.0,16.0
MatNr2,1152,PrMod2,TSys27,AB-2CD-4,03.09.2024,09:17:07,OK,OK,00:02:02,00:02:02,1.1,1.0,9.0
MatNr1,1153,PrMod4,TSys54,AB-1CD-9,03.09.2024,09:37:41,OK,OK,00:01:48,00:01:48,114.36,62.0,19.0
MatNr3,1154,PrMod1,TSys32,AB-3CD-1,03.09.2024,09:59:48,OK,OK,00:01:39,00:01:39,1.3000000000000005,6.0,15.0
MatNr2,1155,PrMod2,TSys27,AB-2CD-3,03.09.2024,10:22:58,OK,OK,00:01:16,00:01:16,0.2,92.0,7.0
MatNr3,1156,PrMod4,TSys32,AB-3CD-3,03.09.2024,10:47:51,OK,OK,00:01:47,00:01:47,88.0,65.0,5.0
MatNr2,1157,PrMod1,TSys32,AB-2CD-0,03.09.2024,11:10:26,OK,OK,00:02:08,00:02:08,0.4,28.0,38.0
MatNr3,1158,PrMod3,TSys32,AB-3CD-6,03.09.2024,11:32:10,OK,OK,00:01:45,00:01:45,1.1,12.0,31.0
MatNr2,1159,PrMod2,TSys32,AB-2CD-4,03.09.2024,11:50:29,OK,OK,00:01:35,00:01:35,0.30000000000000004,4.0,5.0
MatNr1,1160,PrMod4,TSys27,AB-1CD-4,03.09.2024,12:12:53,OK,OK,00:01:46,00:01:46,85.0,24.0,30.0
MatNr3,1161,PrMod1,TSys32,AB-3CD-3,03.09.2024,12:33:52,OK,OK,00:01:42,00:01:42,92.0,58.0,10.0
MatNr3,1162,PrMod1,TSys54,AB-3CD-5,03.09.2024,12:59:24,OK,OK,00:02:05,00:02:05,1.0,8.0,20.0
MatNr1,1163,PrMod2,TSys32,AB-1CD-5,03.09.2024,13:23:02,OK,OK,00:02:28,00:02:28,91.0,68.0,19.0
MatNr1,1164,PrMod1,TSys32,AB-1CD-6,03.09.2024,13:50:26,OK,OK,00:01:51,00:01:51,0.7000000000000001,33.0,16.0
MatNr1,1165,PrMod1,TSys32,AB-1CD-7,03.09.2024,14:13:21,OK,OK,00:02:06,00:02:06,95.0,-19.71,25.0
MatNr3,1166,PrMod1,TSys27,AB-3CD-4,03.09.2024,14:36:17,OK,OK,00:02:01,00:02:01,85.0,79.0,23.0
MatNr3,1167,PrMod3,TSys54,AB-3CD-9,03.09.2024,15:00:19,OK,OK,00:01:33,00:01:33,82.0,84.0,33.0
MatNr2,1168,PrMod4,TSys54,AB-2CD-7,03.09.2024,15:20:42,OK,OK,00:02:01,00:02:01,0.4,45.0,31.0
MatNr3,1169,PrMod2,TSys32,AB-3CD-1,03.09.2024,15:44:16,OK,OK,00:01:48,00:01:48,1.3000000000000005,14.0,15.0
MatNr2,1170,PrMod2,TSys27,AB-2CD-0,03.09.2024,16:04:01,OK,OK,00:01:43,00:01:43,80.0,92.0,-45.57
MatNr2,1171,PrMod2,TSys32,AB-2CD-5,03.09.2024,16:26:26,OK,OK,00:02:03,00:02:03,0.5,79.0,32.0
MatNr3,1172,PrMod2,TSys32,AB-3CD-0,03.09.2024,16:52:32,OK,OK,00:02:07,00:02:07,81.0,10.0,21.0
MatNr1,1173,PrMod2,TSys27,AB-1CD-9,03.09.2024,17:12:23,OK,OK,00:01:52,00:01:52,90.0,8.0,10.0
MatNr2,1174,PrMod1,TSys32,AB-2CD-6,03.09.2024,17:34:42,OK,OK,00:01:25,00:01:25,-110.23,30.0,27.0
MatNr3,1175,PrMod4,TSys27,AB-3CD-6,03.09.2024,17:57:10,OK,OK,00:01:29,00:01:29,81.0,44.0,8.0
MatNr3,1176,PrMod3,TSys32,AB-3CD-3,03.09.2024,18:19:48,OK,OK,00:02:40,00:02:40,0.7000000000000001,87.0,25.0
MatNr1,1177,PrMod2,TSys54,AB-1CD-1,03.09.2024,18:40:40,OK,OK,00:02:05,00:02:05,90.0,42.0,16.0
MatNr2,1178,PrMod3,TSys54,AB-2CD-0,03.09.2024,19:04:24,OK,OK,00:01:47,00:01:47,82.0,55.0,16.0
MatNr3,1179,PrMod4,TSys27,AB-3CD-6,03.09.2024,19:30:02,OK,OK,00:01:47,00:01:47,0.9,64.0,20.0
MatNr3,1180,PrMod2,TSys54,AB-3CD-7,03.09.2024,19:50:25,OK,OK,00:02:19,00:02:19,1.4,89.0,7.0
MatNr2,1181,PrMod2,TSys32,AB-2CD-2,03.09.2024,20:11:17,OK,OK,00:01:48,00:01:48,90.0,42.0,29.0
MatNr2,1182,PrMod1,TSys27,AB-2CD-1,03.09.2024,20:37:34,OK,OK,00:01:56,00:01:56,93.0,61.0,31.0
MatNr1,1183,PrMod3,TSys27,AB-1CD-9,03.09.2024,21:01:44,OK,OK,00:01:36,00:01:36,87.0,97.0,32.0
